file_name,freq_mean,freq_std,freq_maxv,freq_minv,freq_median,freq_skew,freq_kurt,freq_q1,freq_q3,freq_mode,freq_iqr,energy,rmse_mean,zero_crossings,tempo,mfcc_mean,tempogram_mean,spec_centroid_mean,spec_bandwidth_mean,spec_contrast_mean,spec_flatness_mean,spec_rolloff_mean,User_ID,File_Name,Spoofing_ID,Key
LA_T_1002656,-1.2557765722345526e-05,0.2886751345037662,0.4999748844685553,-0.5,-1.2557765722322683e-05,3.560784435298218e-16,-1.200000001513896,-0.2500062788828612,0.2499811633514165,-0.5,0.4999874422342777,1264.8237,0.15049708,3030,161.4990234375,-20.945473,0.0575653210795232,1289.5789269921215,1208.3570385114515,35.717036786335306,0.00058929133,2350.1558743990386,LA_0085,LA_T_1002656,A01,spoof
LA_T_1025067,-2.715177844148792e-06,0.2886751345905565,0.4999945696443117,-0.5,-2.715177844148792e-06,2.0530537489069942e-16,-1.2000000000707725,-0.2500013575889221,0.2499959272332337,-0.5,0.4999972848221559,1458.6929,0.06866269,15796,129.19921875,-18.22683,0.1276203618843868,1590.6527308059387,1373.8783203664943,35.27251311627828,0.0012938549,2936.0821533203125,LA_0083,LA_T_1025067,A03,spoof
LA_T_1025525,-1.4355418263180438e-17,0.288675134585823,0.4999960540126745,-0.4999960540126745,0.0,-7.459294139416089e-17,-1.20000000014948,-0.2499980270063372,0.2499980270063372,-0.4999960540126745,0.4999960540126745,733.3955,0.050280333,20692,117.45383522727272,-28.607279,0.1187822721590855,2308.1178929449457,1657.9895728748802,31.39316212586654,0.0006197447,4103.2473656439015,LA_0079,LA_T_1025525,A02,spoof
LA_T_1033664,-5.52791597567717e-06,0.2886751345771703,0.4999889441680487,-0.5,-5.52791597567717e-06,1.0449691761023155e-16,-1.200000000293355,-0.2500027639579879,0.2499917081260365,-0.5,0.4999944720840243,1136.0767,0.06981425,9029,135.99917763157896,-26.618511,0.0840825876264508,1720.8855395009448,1632.1308437203272,34.17370354289653,0.0005388573,3375.785801774364,LA_0088,LA_T_1033664,A02,spoof
LA_T_1037774,0.0,0.2886751345778781,0.4999945841141235,-0.4999945841141235,0.0,1.0237915748070227e-16,-1.200000000281585,-0.2499972920570617,0.2499972920570617,-0.4999945841141235,0.4999945841141235,1124.6498,0.081288226,10883,103.359375,-16.610666,0.1550194954012486,1947.8348349449475,1591.9869411992809,35.75334091807389,0.00024106412,3320.2771603073206,LA_0094,LA_T_1037774,A05,spoof
LA_T_1055109,2.502031490217889e-17,0.2886751345879856,0.4999965612341043,-0.4999965612341043,0.0,0.0,-1.2000000001135207,-0.2499982806170521,0.2499982806170521,-0.4999965612341043,0.4999965612341043,3865.8032,0.13836764,9669,135.99917763157896,-8.53069,0.1289412734312886,1364.1919223795408,1288.0574530812594,33.082837234454814,0.00022447649,2547.855602855413,LA_0095,LA_T_1055109,A01,spoof
LA_T_1066444,-7.311010381661339e-06,0.288675134563953,0.4999853779792367,-0.5,-7.311010381634742e-06,2.7640725834606583e-16,-1.2000000005131284,-0.2500036555051908,0.2499890334844275,-0.5,0.4999926889896184,1108.0482,0.07217835,5358,129.19921875,-19.206219,0.0593648892196248,1874.4997242867605,1918.5575461053943,34.35865560182989,0.00075323315,4143.213255013992,LA_0089,LA_T_1066444,A06,spoof
LA_T_1079836,-1.174812030075188e-05,0.288675134515128,0.4999765037593985,-0.5,-1.174812030075188e-05,1.1104025145605706e-16,-1.2000000013249763,-0.2500058740601504,0.2499823778195488,-0.5,0.4999882518796993,598.5345,0.08872615,4096,184.5703125,-22.763622,0.040182078433812,2100.0985102062123,1707.938997416692,34.6595177277104,0.0023078949,3873.15673828125,LA_0092,LA_T_1079836,A03,spoof
LA_T_1085704,0.0,0.2886751345685676,0.4999932577300125,-0.4999932577300125,0.0,1.2745244944902778e-16,-1.2000000004363984,-0.2499966288650062,0.2499966288650062,-0.4999932577300125,0.4999932577300125,1107.3873,0.09589756,7257,103.359375,-14.00043,0.1051288230997006,1653.7837133367043,1439.4688145674256,34.52297091532178,0.0003337879,3006.4064183728447,LA_0094,LA_T_1085704,A01,spoof
LA_T_1119401,0.0,0.2886751345772786,0.4999944890828732,-0.4999944890828732,0.0,0.0,-1.200000000291554,-0.2499972445414366,0.2499972445414366,-0.4999944890828732,0.4999944890828732,2465.2776,0.13713574,5559,95.703125,-19.965174,0.0735978504803364,1373.3792319867578,1318.426575739424,37.49926002273997,0.0013695498,2699.8160715853232,LA_0097,LA_T_1119401,A03,spoof
LA_T_1128464,-7.491759065055724e-06,0.2886751345624083,0.4999850164818699,-0.5,-7.491759065028469e-06,2.832408210756802e-16,-1.2000000005388145,-0.2500037458795325,0.2499887623614024,-0.5,0.4999925082409349,1703.6277,0.074539475,5379,80.74951171875,-29.495893,0.0457553053465337,1390.686567321835,1521.8735260934238,30.573829365559263,0.0008259411,2782.303532025286,LA_0097,LA_T_1128464,A05,spoof
LA_T_1130054,-8.938148015731141e-06,0.2886751345486881,0.4999821237039686,-0.5,-8.938148015731141e-06,-8.448110654847265e-17,-1.2000000007669482,-0.2500044690740078,0.2499865927779764,-0.5,0.4999910618519843,1276.1221,0.10857367,6378,135.99917763157896,-21.65173,0.0572981988730387,2081.5630048478693,1697.8433463359022,29.32760849327223,0.003691788,3925.6986860795455,LA_0098,LA_T_1130054,A03,spoof
LA_T_1150028,-5.421111978489027e-06,0.2886751345778454,0.4999891577760429,-0.5,-5.421111978489027e-06,1.0247794906083711e-16,-1.2000000002821292,-0.2500027105559892,0.2499918683320322,-0.5,0.4999945788880214,1381.7594,0.068833075,7154,129.19921875,-27.243572,0.0742516282649978,1375.4414460504684,1598.0055709615342,33.43111087264615,0.0006228852,2989.962583088743,LA_0086,LA_T_1150028,A05,spoof
LA_T_1161958,-7.329014101023131e-06,0.2886751345638008,0.4999853419717979,-0.5,-7.329014101023131e-06,-1.3854396234585126e-16,-1.2000000005156588,-0.2500036645070505,0.2499890064788484,-0.5,0.499992670985899,2334.5867,0.14681979,4353,107.666015625,-11.900793,0.0551167543059291,1470.0391701081437,1460.9747835904805,32.862319359739736,0.0016250536,2890.350432894123,LA_0095,LA_T_1161958,A03,spoof
LA_T_1202598,-7.823746635788946e-06,0.2886751345594726,0.4999843525067284,-0.4999999999999999,-7.823746635788946e-06,-2.2184420259397422e-16,-1.200000000587625,-0.2500039118733179,0.2499882643800463,-0.4999999999999999,0.4999921762533641,495.97485,0.061073046,7249,151.99908088235293,-24.652216,0.0587110319968184,2145.69713335028,1769.5650669203949,32.15720451577088,0.0009821234,4119.4740234375,LA_0091,LA_T_1202598,-,bonafide
LA_T_1213624,-6.415026558209951e-06,0.2886751345710534,0.4999871699468836,-0.5,-6.415026558209951e-06,1.212664057689856e-16,-1.2000000003950644,-0.2500032075132791,0.2499903774601626,-0.5,0.4999935849734418,791.2083,0.06436479,7272,117.45383522727272,-23.13636,0.0722117054768707,1735.2538535672816,1663.219576583425,35.43631793999266,0.0007210769,3538.834156709559,LA_0081,LA_T_1213624,-,bonafide
LA_T_1237547,-7.219382598400185e-06,0.2886751345647216,0.4999855612348032,-0.5,-7.219382598400185e-06,-1.3647154406809632e-16,-1.2000000005003475,-0.2500036096912992,0.2499891709261024,-0.5,0.4999927806174016,763.5299,0.067439765,6439,161.4990234375,-28.565784,0.0664349547004751,1643.842023948063,1700.3118659184163,31.84059106062184,0.0005558244,3424.808457318474,LA_0091,LA_T_1237547,A02,spoof
LA_T_1238061,3.2783444238007687e-17,0.2886751345479285,0.4999909885554654,-0.4999909885554654,0.0,-5.962172064974689e-16,-1.2000000007795788,-0.2499954942777327,0.2499954942777327,-0.4999909885554654,0.4999909885554654,1017.2039,0.09615215,4812,103.359375,-20.16725,0.0747592702065225,1641.2031352394874,1655.682712751015,33.521311939099675,0.00037286192,3477.1184238818805,LA_0087,LA_T_1238061,-,bonafide
LA_T_1256941,-2.1278960770514096e-17,0.2886751345750604,0.4999941508838014,-0.4999941508838014,0.0,-1.1056872358308297e-16,-1.2000000003284366,-0.2499970754419007,0.2499970754419007,-0.4999941508838014,0.4999941508838014,3580.3818,0.13457295,9291,123.046875,-23.09072,0.0778052016070814,1691.4956209566706,1536.185125160963,35.18715974960541,0.0005037537,3185.237825130988,LA_0088,LA_T_1256941,A05,spoof
LA_T_1284234,-4.892272166885188e-06,0.2886751345809943,0.4999902154556662,-0.5,-4.892272166885188e-06,-9.248102970068904e-17,-1.200000000229769,-0.2500024461360834,0.2499926615917496,-0.5,0.499995107727833,2052.3984,0.10950088,10866,135.99917763157896,-19.56847,0.097269248065127,1944.9808693138757,1641.9599550752764,32.203122310006705,0.0010040076,3602.235717773437,LA_0098,LA_T_1284234,A03,spoof
LA_T_1287623,-7.466698524553207e-06,0.2886751345626247,0.4999850666029509,-0.5,-7.466698524580372e-06,-4.234400364049723e-16,-1.2000000005352158,-0.2500037333492623,0.2499887999522131,-0.5,0.4999925333014754,1107.8008,0.09443474,5800,103.359375,-18.6703,0.0710923696056249,1515.8433172518594,1397.1963544429736,34.32001417148128,0.0006420999,2698.389790076336,LA_0092,LA_T_1287623,A01,spoof
LA_T_1300278,2.8879494543122725e-17,0.2886751345857171,0.4999960308324931,-0.4999960308324931,0.0,-4.501867666529246e-16,-1.200000000151242,-0.2499980154162465,0.2499980154162465,-0.4999960308324931,0.4999960308324931,674.9352,0.040440887,12912,198.76802884615384,-27.817648,0.0697975197373239,2016.1317531504585,1895.0637974267536,31.991680014460112,0.0010889892,4316.317489562247,LA_0081,LA_T_1300278,A06,spoof
LA_T_1302087,0.0,0.2886751345641175,0.4999927085004302,-0.4999927085004302,0.0,-1.378348066896236e-16,-1.200000000510394,-0.2499963542502151,0.2499963542502151,-0.4999927085004302,0.4999927085004302,973.79694,0.059903808,6878,135.99917763157896,-22.932766,0.0756650348772038,1783.8838801727254,1699.006269382177,33.61537983908424,0.0006593556,3517.786191114739,LA_0085,LA_T_1302087,-,bonafide
LA_T_1306139,0.0,0.2886751345727815,0.4999938226609505,-0.4999938226609505,0.0,1.1677328175185058e-16,-1.2000000003663316,-0.2499969113304752,0.2499969113304752,-0.4999938226609505,0.4999938226609505,1340.9998,0.073573485,10051,123.046875,-27.040361,0.0846011324807741,1817.896204887487,1741.750526703408,31.999807331317992,0.00040748916,3369.404573260613,LA_0091,LA_T_1306139,A05,spoof
LA_T_1339768,2.7026869583017938e-17,0.2886751345629481,0.4999925709106578,-0.4999925709106578,0.0,0.0,-1.2000000005298377,-0.2499962854553289,0.2499962854553289,-0.4999925709106578,0.4999925709106578,687.21985,0.057866402,6606,151.99908088235293,-29.360186,0.063386330265992,1722.8941617699668,1745.8289552957074,31.097863401463982,0.0006002819,3707.055109197443,LA_0091,LA_T_1339768,A02,spoof
LA_T_1347970,0.0,0.2886751345523511,0.4999914241119668,-0.4999914241119668,0.0,8.105711713190841e-17,-1.200000000706041,-0.2499957120559834,0.2499957120559834,-0.4999914241119668,0.4999914241119668,2409.8489,0.18391795,3323,103.359375,-18.14219,0.0632284611602354,1095.934405166568,1175.8634564270685,39.50088169481744,0.0001504133,2313.9693410773025,LA_0097,LA_T_1347970,A01,spoof
LA_T_1349610,1.7612042907658297e-17,0.2886751345812816,0.4999951588385086,-0.4999951588385086,0.0,-9.151485943631072e-17,-1.200000000224993,-0.2499975794192543,0.2499975794192543,-0.4999951588385086,0.4999951588385086,1648.5654,0.07760362,9626,135.99917763157896,-24.012627,0.0977403414844381,1780.2792631388395,1716.8004416454412,32.952715744172174,0.001176374,3702.5916373375617,LA_0085,LA_T_1349610,A06,spoof
